step,equity
463,589.33857366988255207151152088
464,589.33857366988255207151152088
465,589.33857366988255207151152088
466,561.53275798575952531453904673
467,560.23324855977639474114056193
468,560.45490504886681689820538102
469,559.74391082531310563926097135
470,562.29142931729936640971288697
471,562.65584667695553057160662442
472,561.78647047502768213970076606
473,560.66769260618480238488572990
474,561.43468091830033240601390492
475,560.12223525399537804990756523
476,559.97468245573859376803243922
477,560.51590010080961266153383385
478,561.29482176481188015374790461
479,562.04439788883244802152345628
480,563.94653565882626087969502863
481,563.74464234708194319152475626
482,563.74464234708194319152475626
483,563.74464234708194319152475626
484,563.74464234708194319152475626
485,563.74464234708194319152475626
486,542.09738939205472440190674872
487,540.77421003619703405972871110
488,542.42239256117815361787062518
489,543.31718921761724915630493463
490,542.71606248264896262794294664
491,543.20282294946546223663501786
492,543.88722832245891063087024493
493,545.81958003138320134267413299
494,544.25993340157093628396902200
495,544.25993340157093628396902200
496,544.25993340157093628396902200
497,544.25993340157093628396902200
498,544.25993340157093628396902200
499,544.25993340157093628396902200
500,544.25993340157093628396902200
501,544.25993340157093628396902200
502,544.25993340157093628396902200
503,544.25993340157093628396902200
504,544.25993340157093628396902200
505,544.25993340157093628396902200
506,544.25993340157093628396902200
507,544.25993340157093628396902200
508,544.25993340157093628396902200
509,544.25993340157093628396902200
510,544.25993340157093628396902200
511,544.25993340157093628396902200
512,544.25993340157093628396902200
513,544.25993340157093628396902200
514,544.25993340157093628396902200
515,544.25993340157093628396902200
516,544.25993340157093628396902200
517,544.25993340157093628396902200
518,544.25993340157093628396902200
519,544.25993340157093628396902200
520,544.25993340157093628396902200
521,544.25993340157093628396902200
522,544.25993340157093628396902200
523,544.25993340157093628396902200
524,544.25993340157093628396902200
525,544.25993340157093628396902200
526,544.25993340157093628396902200
527,544.25993340157093628396902200
528,544.25993340157093628396902200
529,544.25993340157093628396902200
530,544.25993340157093628396902200
531,544.25993340157093628396902200
532,544.25993340157093628396902200
533,544.25993340157093628396902200
534,544.25993340157093628396902200
535,544.25993340157093628396902200
536,544.25993340157093628396902200
537,544.25993340157093628396902200
538,544.25993340157093628396902200
539,519.29204162629947635494779284
540,517.56675368497031328845635320
541,517.81930901732299427973497379
542,517.97764003802028805429039687
543,517.09161042907949241944718232
544,517.54239553292709395976919132
545,516.40440387497717187974057572
546,517.08789518389622300091754418
547,516.78376380044451571457172685
548,518.75122515074645547537318715
549,518.28932356524812654102548921
550,516.82072681544291797925746515
551,516.79115076671730009906132618
552,519.00773082973965329701273373
553,519.29818305323539843189746695
554,519.29818305323539843189746695
555,519.29818305323539843189746695
556,519.29818305323539843189746695
557,519.29818305323539843189746695
558,519.29818305323539843189746695
559,519.29818305323539843189746695
560,519.29818305323539843189746695
561,519.29818305323539843189746695
562,519.29818305323539843189746695
563,519.29818305323539843189746695
564,519.29818305323539843189746695
565,519.29818305323539843189746695
566,519.29818305323539843189746695
567,519.29818305323539843189746695
568,519.29818305323539843189746695
569,519.29818305323539843189746695
570,519.29818305323539843189746695
571,519.29818305323539843189746695
572,490.47765677050427215734772019
573,491.03470731893216705462498097
574,491.30133426483465904854109636
575,489.84350109627017537055798917
576,490.17178746135381254970050762
577,490.83059627005111320707592719
578,491.69356308450245160339053178
579,491.50504249359871058813183408
580,492.68748097550594972527952446
581,492.87683601099857433459155762
582,492.87683601099857433459155762
583,492.87683601099857433459155762
584,492.87683601099857433459155762
585,468.60521380932917617937284359
586,468.37066153201676569426783485
587,468.24702147270315950175331518
588,467.11364906468010119493203858
589,466.33485023058467821257918148
590,466.17312700192143968452203954
591,467.54221755976033130550463176
592,466.97463915942116564899414819
593,467.25619976791239496244834246
594,465.73014542800859998387715326
595,464.46562395810445120727575360
596,463.00865076258128031209885757
597,463.62091294583626742791416172
598,463.32199499064027293002188427
599,464.18316175753667234666038923
600,463.73830982986148285372284054
601,463.86160684438498726731750035
602,463.73350720280005794884480274
603,463.72091290106555207940938891
604,464.43788370912211831098470973
605,464.65149816870639393987768522
606,464.65149816870639393987768522
607,464.65149816870639393987768522
608,464.65149816870639393987768522
609,464.65149816870639393987768522
610,464.65149816870639393987768522
611,464.65149816870639393987768522
612,464.65149816870639393987768522
613,464.65149816870639393987768522
614,464.65149816870639393987768522
615,464.65149816870639393987768522
616,464.65149816870639393987768522
617,464.65149816870639393987768522
618,464.65149816870639393987768522
619,464.65149816870639393987768522
620,464.65149816870639393987768522
621,464.65149816870639393987768522
622,464.65149816870639393987768522
623,464.65149816870639393987768522
624,464.65149816870639393987768522
625,446.08748043601323685514991579
626,444.56533015904260103985818842
627,444.15384280400783631526095906
628,443.03596066045132345504565876
629,441.78851650441306292700581671
630,441.31552206175186854188973973
631,441.40798824717994712853244829
632,442.29360909908027146298000695
633,442.62757041081276373189582117
634,444.25191228999311726903603119
635,445.42363574501185302495345450
636,445.42363574501185302495345450
637,445.42363574501185302495345450
638,445.42363574501185302495345450
639,445.42363574501185302495345450
640,445.42363574501185302495345450
641,445.42363574501185302495345450
642,445.42363574501185302495345450
643,445.42363574501185302495345450
644,445.42363574501185302495345450
645,445.42363574501185302495345450
646,445.42363574501185302495345450
647,445.42363574501185302495345450
648,445.42363574501185302495345450
649,445.42363574501185302495345450
650,445.42363574501185302495345450
651,445.42363574501185302495345450
652,445.42363574501185302495345450
653,445.42363574501185302495345450
654,445.42363574501185302495345450
655,445.42363574501185302495345450
656,445.42363574501185302495345450
657,445.42363574501185302495345450
658,445.42363574501185302495345450
659,445.42363574501185302495345450
660,445.42363574501185302495345450
661,445.42363574501185302495345450
662,445.42363574501185302495345450
663,445.42363574501185302495345450
664,445.42363574501185302495345450
665,445.42363574501185302495345450
666,445.42363574501185302495345450
667,445.42363574501185302495345450
668,445.42363574501185302495345450
669,445.42363574501185302495345450
670,445.42363574501185302495345450
671,445.42363574501185302495345450
672,445.42363574501185302495345450
673,445.42363574501185302495345450
674,445.42363574501185302495345450
675,430.80402558510230159576825886
676,430.65371858538422465892695508
677,430.06177259598384238650417124
678,429.69481616950979042977997915
679,430.37450997894982460525464375
680,429.79963924101661783829060429
681,429.16871747661840435411949636
682,430.08664446533623770806749649
683,430.93489344826719243626677748
684,430.93489344826719243626677748
685,430.93489344826719243626677748
686,430.93489344826719243626677748
687,430.93489344826719243626677748
688,430.93489344826719243626677748
689,430.93489344826719243626677748
690,430.93489344826719243626677748
691,430.93489344826719243626677748
692,430.93489344826719243626677748
693,430.93489344826719243626677748
694,430.93489344826719243626677748
695,430.93489344826719243626677748
696,430.93489344826719243626677748
697,430.93489344826719243626677748
698,430.93489344826719243626677748
699,430.93489344826719243626677748
700,414.69082080759315138044900952
701,415.85256087595795740619836641
702,415.82475625093125281474635170
703,415.66274239318781962687051157
704,415.99505631693310252537311071
705,417.16740534169805442985710862
706,415.47491483739630700981441857
707,415.70766563473579281864236612
708,414.29470587650381775277876166
709,415.84783273507769558980453501
710,415.19000411449103632387849342
711,414.74982469999494672486696993
712,414.49193130358894053032116115
713,414.48821602506047615915297638
714,413.73242373064073552380431657
715,413.97992068532408953671190835
716,412.57334444546022192778270132
717,411.80993766315156970114872019
718,412.27339302732473212424752671
719,410.57773095894717233584183030
720,411.14084327910596093709938206
721,410.38202482538974572613790074
722,410.21061993162010714581101922
723,410.45117971127556749092774048
724,409.53462503443541210615995975
725,411.09680116566525693387351950
726,412.14764150593948513945945359
727,412.39159344239154809407728216
728,413.32666113030354475835898310
729,412.58939480879750265332711738
730,412.58939480879750265332711738
731,412.58939480879750265332711738
732,412.58939480879750265332711738
733,412.58939480879750265332711738
734,412.58939480879750265332711738
735,412.58939480879750265332711738
736,412.58939480879750265332711738
737,412.58939480879750265332711738
738,412.58939480879750265332711738
739,412.58939480879750265332711738
740,412.58939480879750265332711738
741,412.58939480879750265332711738
742,412.58939480879750265332711738
743,412.58939480879750265332711738
744,412.58939480879750265332711738
745,412.58939480879750265332711738
746,412.58939480879750265332711738
747,412.58939480879750265332711738
748,412.58939480879750265332711738
749,412.58939480879750265332711738
750,412.58939480879750265332711738
751,389.23458212999589895933407274
752,389.13321790519779349413500977
753,389.49724967025829130853354100
754,391.15126124552923658889926095
755,390.43568067167226582597293945
756,390.66735571475585383745194349
757,392.30698046583121946312440116
758,393.35643388600711203034345027
759,393.35643388600711203034345027
760,393.35643388600711203034345027
761,393.35643388600711203034345027
762,393.35643388600711203034345027
763,393.35643388600711203034345027
764,393.35643388600711203034345027
765,393.35643388600711203034345027
766,393.35643388600711203034345027
767,393.35643388600711203034345027
768,393.35643388600711203034345027
769,393.35643388600711203034345027
770,393.35643388600711203034345027
771,393.35643388600711203034345027
772,393.35643388600711203034345027
773,393.35643388600711203034345027
774,393.35643388600711203034345027
775,393.35643388600711203034345027
776,376.80229926523569137810308599
777,375.98720373111798054484633415
778,374.87940450973997229535119525
779,375.52786691908056745764283374
780,374.21429023693445798604185486
781,375.08672113708699816044627617
782,375.66885828654519469435607214
783,374.44704221685630612058773913
784,374.10097967983527906944732761
785,374.42220995312435217641506685
786,374.72525725905464657793840512
787,374.92519652956712006830768482
788,375.39536224240397274275137153
789,375.39536224240397274275137153
790,375.39536224240397274275137153
791,375.39536224240397274275137153
792,375.39536224240397274275137153
793,375.39536224240397274275137153
794,375.39536224240397274275137153
795,375.39536224240397274275137153
796,375.39536224240397274275137153
797,375.39536224240397274275137153
798,375.39536224240397274275137153
799,375.39536224240397274275137153
800,375.39536224240397274275137153
801,375.39536224240397274275137153
802,375.39536224240397274275137153
803,375.39536224240397274275137153
804,375.39536224240397274275137153
805,375.39536224240397274275137153
806,375.39536224240397274275137153
807,375.39536224240397274275137153
808,375.39536224240397274275137153
809,375.39536224240397274275137153
810,375.39536224240397274275137153
811,375.39536224240397274275137153
812,375.39536224240397274275137153
813,375.39536224240397274275137153
814,375.39536224240397274275137153
815,375.39536224240397274275137153
816,375.39536224240397274275137153
817,375.39536224240397274275137153
818,375.39536224240397274275137153
819,375.39536224240397274275137153
820,375.39536224240397274275137153
821,375.39536224240397274275137153
822,375.39536224240397274275137153
823,375.39536224240397274275137153
824,375.39536224240397274275137153
825,362.49481755750857974953989009
826,363.54325591743128163939107414
827,363.13718315762042406813285463
828,362.51726920109910566913873075
829,362.16171215039481732764260349
830,361.73622426382192860899367994
831,361.94894278055844032288258244
832,361.18134164258603544745419956
833,360.55633161869167799597163772
834,360.41645821162373909761886392
835,361.55108670815273994199240279
836,361.78234313567860653574521432
837,360.62710837631765292319207917
838,361.55970533063567856597639890
839,360.30602385965666272029073948
840,361.84778325165141045751000312
841,361.73232730814296408844219974
842,361.73232730814296408844219974
843,361.73232730814296408844219974
844,361.73232730814296408844219974
845,361.73232730814296408844219974
846,361.73232730814296408844219974
847,361.73232730814296408844219974
848,361.73232730814296408844219974
849,361.73232730814296408844219974
850,361.73232730814296408844219974
851,361.73232730814296408844219974
852,347.20226650813445566496662867
853,346.18892866145417615123977088
854,344.79392672927556174674243919
855,345.72566328859223471974219705
856,346.61717745096339047192910063
857,346.66381950175803380758852136
858,345.59143676932795067775674252
859,345.47831280451130683893359100
860,345.17383642798171196559785473
861,345.33662058358294395701904431
862,345.07883298485698523142763346
863,344.97395102724018717876233177
864,343.96761586004396682157778318
865,344.68568573689866677079182904
866,344.62012774328175141567053214
867,344.39754363594449104922698416
868,344.38862196315929526910688413
869,344.91736461934989174394273765
870,344.87261395044198018835639134
871,344.27912889933688835115394117
872,344.87240474087898964333988620
873,346.01145098547965897784718456
874,346.22314208770161634406560335
875,346.22314208770161634406560335
876,346.22314208770161634406560335
877,346.22314208770161634406560335
878,346.22314208770161634406560335
879,346.22314208770161634406560335
880,346.22314208770161634406560335
881,346.22314208770161634406560335
882,346.22314208770161634406560335
883,346.22314208770161634406560335
884,346.22314208770161634406560335
885,346.22314208770161634406560335
886,346.22314208770161634406560335
887,346.22314208770161634406560335
888,346.22314208770161634406560335
889,346.22314208770161634406560335
890,346.22314208770161634406560335
891,332.82170600473512883789245079
892,333.56223441815641843869742402
893,333.80493491576021536900958431
894,334.40860392172880495783655061
895,333.64911107791648421389388120
896,332.07831515427422337012868496
897,332.45910468893220514513173413
898,332.03758414472718390123588746
899,332.24014018745594689572666585
900,332.25157360754002905321937718
901,332.67829652744408010007411765
902,332.41178467336944613342813100
903,331.19639817676800259619897109
904,331.34521727070215161439971746
905,331.54544342281727378694729257
906,331.86953560319473785664676248
907,331.76736581776799248685168362
908,332.90905969232825889884199356
909,332.90905969232825889884199356
910,332.90905969232825889884199356
911,332.90905969232825889884199356
912,332.90905969232825889884199356
913,332.90905969232825889884199356
914,332.90905969232825889884199356
915,332.90905969232825889884199356
916,332.90905969232825889884199356
917,332.90905969232825889884199356
918,332.90905969232825889884199356
919,332.90905969232825889884199356
920,318.77157321299729021655662462
921,318.36577528314963012753004459
922,319.07705897028508553668440320
923,318.51482558827605459380540657
924,319.66129839083273271054885120
925,319.47956180117738258051583261
926,319.47956180117738258051583261
927,319.47956180117738258051583261
928,319.47956180117738258051583261
929,319.47956180117738258051583261
930,303.60475953973942039422141696
931,303.91839748442322411864166744
932,304.60190819881411696727879518
933,304.55464566862206965567867763
934,303.93588361556509230311057398
935,303.75698428960904337039321914
936,302.59089022380951642801587167
937,303.66310767956490779883339465
938,303.53339971379301367527075447
939,303.71594192637227205733105292
940,304.21425329621761996410747361
941,305.71440116676730472172385868
942,307.09258805681675052261537518
943,307.53983706008302992346570540
944,308.03170109884126904291294813
945,308.78572493650537367046071179
946,309.06762185658672317923411237
947,309.60649923336815061166806644
948,309.86557373033803260654956371
949,311.03072059054543252657319040
950,311.46473625056821637674915406
951,312.65884034219888324614168961
952,313.66641927680549017000108625
953,314.16953000521792354178487709
954,314.42516675165940266629247785
955,315.59284683612481671586675315
956,315.70639861349030007297457730
957,316.67740825312877041578814323
958,317.63721938944404134025117883
959,318.90339371121521019535966746
960,319.47956180117738258051583261
961,319.47956180117738258051583261
962,319.47956180117738258051583261
963,319.47956180117738258051583261
964,319.47956180117738258051583261
965,319.47956180117738258051583261
966,319.47956180117738258051583261
967,319.47956180117738258051583261
968,319.47956180117738258051583261
969,319.47956180117738258051583261
970,319.47956180117738258051583261
971,319.47956180117738258051583261
972,319.47956180117738258051583261
973,319.34188656976357119189362530
974,319.34188656976357119189362530
975,319.34188656976357119189362530
976,319.34188656976357119189362530
977,319.34188656976357119189362530
978,319.34188656976357119189362530
979,319.34188656976357119189362530
980,319.34188656976357119189362530
981,319.34188656976357119189362530
982,319.34188656976357119189362530
983,319.34188656976357119189362530
984,319.34188656976357119189362530
985,319.34188656976357119189362530
986,319.34188656976357119189362530
987,319.34188656976357119189362530
988,319.34188656976357119189362530
989,319.34188656976357119189362530
990,319.34188656976357119189362530
991,319.34188656976357119189362530
992,319.34188656976357119189362530
993,319.34188656976357119189362530
994,319.34188656976357119189362530
995,319.34188656976357119189362530
996,319.34188656976357119189362530
997,319.34188656976357119189362530
998,319.34188656976357119189362530
999,319.34188656976357119189362530
1000,319.34188656976357119189362530
1001,319.34188656976357119189362530
1002,319.34188656976357119189362530
1003,319.34188656976357119189362530
1004,319.34188656976357119189362530
1005,319.34188656976357119189362530
1006,319.34188656976357119189362530
1007,319.34188656976357119189362530
1008,319.34188656976357119189362530
1009,319.34188656976357119189362530
1010,319.34188656976357119189362530
1011,319.34188656976357119189362530
1012,319.34188656976357119189362530
1013,319.34188656976357119189362530
1014,319.34188656976357119189362530
1015,319.34188656976357119189362530
1016,319.34188656976357119189362530
1017,319.34188656976357119189362530
1018,319.34188656976357119189362530
1019,319.34188656976357119189362530
1020,319.34188656976357119189362530
1021,319.34188656976357119189362530
